,Product Name,Cost, Rating,Reviews,Product URL
243,"Pramadda Pure Luxury Italian Vegan Leather Croco Backpack for Men and Women | 15.6"" inch Laptop Bag for Office College Travel | Premium Bagpacks with Antique Brass Hardware (Elegant Black)","1,499",4.9 out of 5 stars,12,www.amazon.in/Pramadda-Pure-Luxury-Backpack-Bagpacks/dp/B0C2KHQ8Z1/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-246
244,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),"1,599",4.2 out of 5 stars,"3,800",www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-247
245,F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,"1,099",4.4 out of 5 stars,808,www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-248
246,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",4.3 out of 5 stars,168,www.amazon.in/Mokobara-Backpack-litre-Brown-laptop/dp/B095PC3QPV/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-249
247,Toil Moil Combo 4 Bag Panda Cute Kitty Mickey Red-Spider of Kids Bags for School 10Ltr,374,4.6 out of 5 stars,6,www.amazon.in/Toil-Moil-Mickey-Red-Spider-School/dp/B0BVMT6F5W/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-250
248,POLICE Walt Laptop Backpack Business Office College Travel Bags for Men Fits Up to 15 inch Laptop Notebook - Black,"1,689",4.1 out of 5 stars,647,www.amazon.in/POLICE-Stylish-Premium-Quality-Backpack/dp/B084Q4N84P/ref=sr_1_253?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-253
249,F Gear Burner 19 Liters P10 Sky Blue Casual Backpack (2186),799,4.3 out of 5 stars,"2,124",www.amazon.in/F-Gear-Burner-P10-26-Ltrs-Blue-Casual-Backpack/dp/B01611Z04M/ref=sr_1_254?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-254
250,"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag",899,4.2 out of 5 stars,900,www.amazon.in/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_255?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-255
251,Aashiya Trades Pink Unicorn bagpack Fashion School Backpack Girls Bookbag Set Student Laptop Backpack College going bag with lunch bag and pouch,820,unknown,unknown,www.amazon.in/Aashiya-Trades-Unicorn-bagpack-Backpack/dp/B0C4TXFXJW/ref=sr_1_256?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-256
252,"ASUS EOS 2 Carry Bag (Black), 2-Tone Tear-Resistant & Water-Repellent 600D Polyster Bag",899,unknown,unknown,www.amazon.in/ASUS-Tear-Resistant-Water-Repellent-Messenger-detachable/dp/B0BWYQN4QS/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-257
253,"ah arctic hunter Laptop Bag,Messenger Bags For Men And Women Laptop Sling Bag With Handle Water-resistant Laptop Briefcase For 15.6 Inch Laptop Multiple Pockets Travel Office For Men.Black","2,849",4.5 out of 5 stars,72,www.amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-258
254,Half Moon 36 ltrs Lightweight Waterproof Backpack for Boys Girls Men/Women College Office Laptop School Bags with Rain Cover,649,3.6 out of 5 stars,83,www.amazon.in/Half-Moon-Lightweight-Waterproof-Laptop/dp/B08RS74SYB/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-259
255,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1 out of 5 stars,443,www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1685207013&sprefix=ba%2Caps%2C283&sr=8-260
256,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,4.0 out of 5 stars,"3,883",www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXF15WZ/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-259
257,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,399,3.9 out of 5 stars,277,www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-260
258,Lavie Sport Perk 36 litres Backpack with Laptop Sleeve | School College Bag for Boys & Girls,849,3.6 out of 5 stars,222,www.amazon.in/Lavie-Sport-Casual-Backpack-PERK/dp/B083KT22HZ/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-261
259,SIO Vegetable Bags for Fridge Storage Net Bag Vegetable and Fruit Reusable Produce Bags Pack of 12 Multicolored,299,4.2 out of 5 stars,"6,451",www.amazon.in/Sio-Fridge-Vegetable-Reusable-Multicolored/dp/B06XWYCFKS/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-262
260,Priority Polyester 29 Cms Travel Duffle(25637_Aqua),799,4.0 out of 5 stars,"7,835",www.amazon.in/Priority-ARC-Blue-Duffle-Luggage/dp/B08FCQ4YTG/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-263
261,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),669,4.4 out of 5 stars,"1,443",www.amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-264
262,"BROGBUS pu Leather Men Bag Casual Business Messenger Bag for Cross body Bag Male Shoulder Bags PU Leather Sling Messenger Bag (Brown, L- 10.05inch H- 11.5inch W- 3inch)",939,4.0 out of 5 stars,537,www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-265
263,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","1,949",4.3 out of 5 stars,176,www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JMR4M6/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-266
264,"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag, Handbag, Women Handbag, Women Bag, Handbag for Women, Women's Tote, Gift For Women A",599,4.1 out of 5 stars,374,www.amazon.in/Purple-Tree-Fatty-Handbag-Womens/dp/B09PQNK66Z/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-269
265,"AmazonBasics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",709,4.2 out of 5 stars,538,www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-270
266,"Storite PU Leather 14 Inch Laptop Shoulder Messenger Sling Office Business Travel Bag for Men & Women (Brown, 40cm x 29cm x 6cm)","1,059",3.7 out of 5 stars,412,www.amazon.in/Storite-Laptop-Briefcase-Messenger-Bag/dp/B08VWF41VX/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-271
267,"EVRUM Sling Bag For Men CrossBody Backpack For Men Women, Anti-Theft Chest Bag With USB Charging Port, Waterproof Casual Shoulder Bag Travel Hiking Sling Backpack Carbon Fiber","1,619",4.8 out of 5 stars,71,www.amazon.in/EVRUM-Business-Protection-Crossbody-Waterproof/dp/B0BX6VKQ35/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-272
268,NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,198,4.1 out of 5 stars,"1,069",www.amazon.in/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-273
269,Lino Perros Women Shoulder Bag,978,4.2 out of 5 stars,335,www.amazon.in/Lino-Perros-yellow-shoulder-WHITE/dp/B09MRY9BQ7/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-274
270,Gear 25L SUAVE BUSINESS ANTI-THEFT OFFICE LAPTOP BACKPACK F0R MEN/WOMEN (BLACK-GREY),915,3.9 out of 5 stars,24,www.amazon.in/BUSINESS-ANTI-THEFT-OFFICE-BACKPACK-BLACK-GREY/dp/B0B4694KRS/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-275
271,Aristocrat Draw-Pack 15L Unisex Grey Laptop Bags,499,4.3 out of 5 stars,12,www.amazon.in/Aristocrat-Draw-Pack-Unisex-Grey-Laptop/dp/B0B5YGP1BV/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1685207015&sprefix=ba%2Caps%2C283&sr=8-276
272,Lavie Sport Perk 36 litres Backpack with Laptop Sleeve | School College Bag for Boys & Girls,849,3.6 out of 5 stars,222,www.amazon.in/Lavie-Sport-Casual-Backpack-PERK/dp/B083KT22HZ/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-275
273,"SPENZ BAGS Travel Laptop Backpack for Women & Men | Fits15.6 Inch Laptop | Flight Approved Carry On Bag, College & School Students Bookbag With Raincover",849,4.9 out of 5 stars,37,www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Brown/dp/B0C3RN6QSC/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-276
274,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue),599,3.6 out of 5 stars,55,www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B0BQFVH29F/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-277
275,"SNDIA 2-Set Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Cosmetic Pouch for Women Makeup Organizer Bag Plastic Box Vanity, Shaving Kit Toiletry Bag for Men (23.5x15.5x10 cm)",398,4.2 out of 5 stars,677,www.amazon.in/SNDIA-Transparent-Storage-Cosmetic-Toiletry/dp/B095PFZLJR/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-278
276,SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler,229,3.3 out of 5 stars,13,www.amazon.in/SBCOLLECTION-Premium-Backpack-Water-Resistance-Business/dp/B0BXL5B1J4/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-279
277,F Gear Colorado Navy Lmn yelw 39 Ltrs Laptop Backpack (3813),999,4.2 out of 5 stars,100,www.amazon.in/Gear-Colorado-Navy-Laptop-Backpack/dp/B097K6SPH7/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-280
278,"Storite PU Leather 14 Inch Laptop Shoulder Messenger Sling Office Business Travel Bag for Men & Women (Brown, 40cm x 29cm x 6cm)","1,059",3.7 out of 5 stars,412,www.amazon.in/Storite-Laptop-Briefcase-Messenger-Bag/dp/B08VWF41VX/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-281
279,Aashiya Trades Pink Unicorn bagpack Fashion School Backpack Girls Bookbag Set Student Laptop Backpack College going bag with lunch bag and pouch,820,unknown,unknown,www.amazon.in/Aashiya-Trades-Unicorn-bagpack-Backpack/dp/B0C4TXFXJW/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-282
280,TriPole Foldable PAKEASY Backpack and Day Bag for Hiking and Day Trips,599,4.1 out of 5 stars,65,www.amazon.in/Tripole-Foldable-PAKEASY-Backpack-Hiking/dp/B0B24Q1XX3/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-285
281,Tabelito® VOLT Casual waterproof Laptop Backpack/Office bag/School bag/College bag/Business bag/Unisex bag Travel bag Compatible with 15.6 inch Laptop 30L Bag for Men and Women - GREY,599,4.7 out of 5 stars,176,www.amazon.in/Tabelito%C2%AE-VOLT-waterproof-Backpack-Compatible/dp/B0BML7Q3J1/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-286
282,"F Gear Fortune Navy Blue, Red 27 Liters Laptop Backpack (2700)",884,4.1 out of 5 stars,498,www.amazon.in/F-Gear-Fortune-Backpack-Navy-Blue/dp/B07B7K7212/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-287
283,"Storite Pu Leather 46 Cms Travel Duffle Bag Sports Gym Shoulder Handbag for Men Outdoor Weekend Bag for Women with Shoe Compartment Luggage Bag (Brown, 46 x 25.5 x 25.5 Cm)",598,3.9 out of 5 stars,38,www.amazon.in/Storite-Bag-Shoulder-Compartment-Brown/dp/B0BJ6GK6S4/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-288
284,Half Moon Large 35L Laptop College School Travel Bag Backpack for Men Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment Rain Cover & Reflective Strips (Black),849,3.7 out of 5 stars,11,www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BR2WGZD2/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-289
285,F Gear Sniper Lite V2 30 Liters Black Laptop Backpack,999,4.3 out of 5 stars,"4,996",www.amazon.in/F-Gear-Sniper-Lite-V2-Black-Backpack/dp/B015FANZ7E/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-290
286,"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag, Handbag, Women Handbag, Women Bag, Handbag for Women, Women's Tote, Gift For Women F",599,4.0 out of 5 stars,356,www.amazon.in/Purple-Tree-Womens-Tote-FATTYTOTE00008_Multicolored/dp/B084D9XWGK/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-291
287,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","1,949",4.3 out of 5 stars,176,www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JMR4M6/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1685207017&sprefix=ba%2Caps%2C283&sr=8-292
288,Aristocrat Draw-Pack 15L Unisex Grey Laptop Bags,499,4.3 out of 5 stars,12,www.amazon.in/Aristocrat-Draw-Pack-Unisex-Grey-Laptop/dp/B0B5YGP1BV/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-291
289,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag","1,099",4.3 out of 5 stars,"1,277",www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-292
290,Wildcraft Unisex-Adult 28 ltrs Laptop Bag Black,"1,724",4.2 out of 5 stars,458,www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054696/dp/B012D518O6/ref=sr_1_293_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-293
291,Half Moon Large 35L Laptop College School Travel Bag Backpack for Men Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment Rain Cover & Reflective Strips (Black),849,3.7 out of 5 stars,11,www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BR2WGZD2/ref=sr_1_294?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-294
292,"American Tourister Zork Polyester 2 Compartment Laptop Unisex Backpack (Black,Frsz)","3,970",3.0 out of 5 stars,2,www.amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BV75WFJP/ref=sr_1_295?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-295
293,"F Gear Fortune Navy Blue, Red 27 Liters Laptop Backpack (2700)",884,4.1 out of 5 stars,498,www.amazon.in/F-Gear-Fortune-Backpack-Navy-Blue/dp/B07B7K7212/ref=sr_1_296?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-296
294,"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",499,4.2 out of 5 stars,789,www.amazon.in/gp/bestsellers/shoes/1983357031/ref=sr_bs_8_1983357031_1
295,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,4.0 out of 5 stars,"3,883",www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXF15WZ/ref=sr_1_298?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-298
296,"SPENZ BAGS Travel Laptop Backpack for Women & Men | Fits15.6 Inch Laptop | Flight Approved Carry On Bag, College & School Students Bookbag With Raincover",849,4.9 out of 5 stars,37,www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Black/dp/B0C3RLGGVZ/ref=sr_1_301?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-301
297,satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,516,3.8 out of 5 stars,352,www.amazon.in/SATELLITE-Black-Casual-Backpack-Bagpack/dp/B083DZVFZM/ref=sr_1_302?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-302
298,Half Moon 37L Water Resistant School/Office/Busines Backpack for Men Women Boys & Girls (Grey),649,4.5 out of 5 stars,2,www.amazon.in/Half-Moon-Resistant-School-Backpack/dp/B0BXXTZ7GZ/ref=sr_1_303?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-303
299,HARISSONS Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women,"1,504",4.1 out of 5 stars,249,www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_304?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-304
300,F Gear Tandrum V2 Leather 28 Liters Laptop Backpack Sch Bag(Black),"1,145",4.3 out of 5 stars,241,www.amazon.in/F-Gear-Tandrum-Leather-Laptop-Backpack/dp/B071GY723F/ref=sr_1_305?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-305
301,"Skybags New Neon 13 30 L Backpack (Blue), Free Size (Bpnne13Hblu)","1,328",4.0 out of 5 stars,468,www.amazon.in/SKYBAGS-New-Neon-Backpack-Blue/dp/B0819KVFTR/ref=sr_1_306?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-306
302,"AmazonBasics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",709,4.2 out of 5 stars,538,www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-307
303,American Tourister Spin 49 cms Navy Laptop Backpack,"1,660",4.1 out of 5 stars,"1,170",www.amazon.in/American-Tourister-FS0-41-002/dp/B07S13B1HR/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-308
304,F Gear Tandrum V2 Leather 28 Liters Laptop Backpack Sch Bag(Black),"1,145",4.3 out of 5 stars,241,www.amazon.in/F-Gear-Tandrum-Leather-Laptop-Backpack/dp/B071GY723F/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1685207020&sprefix=ba%2Caps%2C283&sr=8-307
305,"Skybags Drip NXT 03 Unisex Daypack Backpack with Drawstring Pocket, Black, SK BPDRNT3BLK","1,890",4.1 out of 5 stars,23,www.amazon.in/Skybags-Backpack-Drawstring-SK-BPDRNT3BLK/dp/B0BFXMRH19/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1685207020&sprefix=ba%2Caps%2C283&sr=8-308
